Namespace(batch_size=8, dataset='coco', epochs=26, gpus='0,1,2,3,4,5,6,7', log_interval=100, lr=0.01, lr_decay=0.1, lr_decay_epoch='17,23', lr_warmup=1000.0, mixup=False, momentum=0.9, network='resnet101_v1d', no_mixup_epochs=20, num_workers=4, resume='', save_interval=1, save_prefix='faster_rcnn_resnet101_v1d_coco', seed=233, start_epoch=0, val_interval=26, verbose=False, wd=0.0001)
Start training from [Epoch 0]
[Epoch 0 Iteration 0] Set learning rate to 0.003333333333333333
[Epoch 0][Batch 6499], Speed: 11.909 samples/sec, RPN_Conf=0.141,RPN_SmoothL1=0.115,RCNN_CrossEntropy=0.582,RCNN_SmoothL1=0.321,RPNAcc=0.944,RPNL1Loss=0.453,RCNNAcc=0.839,RCNNL1Loss=1.449
[Epoch 0][Batch 6599], Speed: 11.952 samples/sec, RPN_Conf=0.141,RPN_SmoothL1=0.115,RCNN_CrossEntropy=0.580,RCNN_SmoothL1=0.320,RPNAcc=0.944,RPNL1Loss=0.452,RCNNAcc=0.839,RCNNL1Loss=1.444
[Epoch 0][Batch 6699], Speed: 11.790 samples/sec, RPN_Conf=0.141,RPN_SmoothL1=0.115,RCNN_CrossEntropy=0.579,RCNN_SmoothL1=0.319,RPNAcc=0.945,RPNL1Loss=0.452,RCNNAcc=0.839,RCNNL1Loss=1.439
[Epoch 0][Batch 6799], Speed: 12.104 samples/sec, RPN_Conf=0.140,RPN_SmoothL1=0.115,RCNN_CrossEntropy=0.577,RCNN_SmoothL1=0.318,RPNAcc=0.945,RPNL1Loss=0.451,RCNNAcc=0.839,RCNNL1Loss=1.435
[Epoch 0][Batch 6899], Speed: 11.828 samples/sec, RPN_Conf=0.140,RPN_SmoothL1=0.114,RCNN_CrossEntropy=0.576,RCNN_SmoothL1=0.317,RPNAcc=0.945,RPNL1Loss=0.450,RCNNAcc=0.840,RCNNL1Loss=1.430
[Epoch 0][Batch 6999], Speed: 12.167 samples/sec, RPN_Conf=0.139,RPN_SmoothL1=0.114,RCNN_CrossEntropy=0.574,RCNN_SmoothL1=0.317,RPNAcc=0.945,RPNL1Loss=0.449,RCNNAcc=0.840,RCNNL1Loss=1.426
[Epoch 0][Batch 7099], Speed: 12.357 samples/sec, RPN_Conf=0.139,RPN_SmoothL1=0.114,RCNN_CrossEntropy=0.573,RCNN_SmoothL1=0.316,RPNAcc=0.945,RPNL1Loss=0.449,RCNNAcc=0.840,RCNNL1Loss=1.423
[Epoch 0][Batch 7199], Speed: 12.213 samples/sec, RPN_Conf=0.138,RPN_SmoothL1=0.114,RCNN_CrossEntropy=0.571,RCNN_SmoothL1=0.315,RPNAcc=0.946,RPNL1Loss=0.448,RCNNAcc=0.840,RCNNL1Loss=1.419
[Epoch 0][Batch 7299], Speed: 12.223 samples/sec, RPN_Conf=0.138,RPN_SmoothL1=0.114,RCNN_CrossEntropy=0.570,RCNN_SmoothL1=0.314,RPNAcc=0.946,RPNL1Loss=0.447,RCNNAcc=0.841,RCNNL1Loss=1.415
[Epoch 0][Batch 7399], Speed: 12.169 samples/sec, RPN_Conf=0.138,RPN_SmoothL1=0.114,RCNN_CrossEntropy=0.569,RCNN_SmoothL1=0.314,RPNAcc=0.946,RPNL1Loss=0.447,RCNNAcc=0.841,RCNNL1Loss=1.411
[Epoch 0][Batch 7499], Speed: 12.233 samples/sec, RPN_Conf=0.138,RPN_SmoothL1=0.114,RCNN_CrossEntropy=0.567,RCNN_SmoothL1=0.313,RPNAcc=0.946,RPNL1Loss=0.446,RCNNAcc=0.841,RCNNL1Loss=1.407
[Epoch 0][Batch 7599], Speed: 12.132 samples/sec, RPN_Conf=0.137,RPN_SmoothL1=0.113,RCNN_CrossEntropy=0.566,RCNN_SmoothL1=0.312,RPNAcc=0.946,RPNL1Loss=0.446,RCNNAcc=0.841,RCNNL1Loss=1.403
[Epoch 0][Batch 7699], Speed: 12.238 samples/sec, RPN_Conf=0.137,RPN_SmoothL1=0.113,RCNN_CrossEntropy=0.564,RCNN_SmoothL1=0.311,RPNAcc=0.946,RPNL1Loss=0.445,RCNNAcc=0.842,RCNNL1Loss=1.399
