INFO:root:Namespace(batch_norm=False, batch_size=128, data_dir='~/.mxnet/datasets/imagenet', dtype='float16', last_gamma=True, log_interval=50, logging_dir='logs', lr=0.4, lr_decay=0.1, lr_decay_epoch='40,60', lr_decay_period=0, lr_mode='cosine', mode='hybrid', model='resnet101_v1b', momentum=0.9, num_epochs=120, num_gpus=8, num_workers=60, rec_train='/media/ramdisk/rec/train.rec', rec_train_idx='/media/ramdisk/rec/train.idx', rec_val='/media/ramdisk/rec/val.rec', rec_val_idx='/media/ramdisk/rec/val.idx', save_dir='params_resnet101_v1b', save_frequency=10, use_pretrained=False, use_rec=True, use_se=False, warmup_epochs=5, warmup_lr=0.0, wd=0.0001)
[21:39:51] src/io/iter_image_recordio_2.cc:170: ImageRecordIOParser2: /media/ramdisk/rec/train.rec, use 31 threads for decoding..
[21:39:54] src/io/iter_image_recordio_2.cc:170: ImageRecordIOParser2: /media/ramdisk/rec/val.rec, use 31 threads for decoding..
[21:40:28] src/kvstore/././comm.h:689: only 32 out of 56 GPU pairs are enabled direct access. It may affect the performance. You can set MXNET_ENABLE_GPU_P2P=0 to turn it off
[21:40:28] src/kvstore/././comm.h:698: .vvvv...
[21:40:28] src/kvstore/././comm.h:698: v.vv.v..
[21:40:28] src/kvstore/././comm.h:698: vv.v..v.
[21:40:28] src/kvstore/././comm.h:698: vvv....v
[21:40:28] src/kvstore/././comm.h:698: v....vvv
[21:40:28] src/kvstore/././comm.h:698: .v..v.vv
[21:40:28] src/kvstore/././comm.h:698: ..v.vv.v
[21:40:28] src/kvstore/././comm.h:698: ...vvvv.
[21:40:32] src/operator/nn/./cudnn/./cudnn_algoreg-inl.h:107: Running performance tests to find the best convolution algorithm, this can take a while... (setting env variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
INFO:root:Epoch[0] Batch [49]	Speed: 1189.454668 samples/sec	top1-err=0.998945	lr=0.003133
INFO:root:Epoch[1] Batch [1249]	Speed: 2836.822380 samples/sec	top1-err=0.903428	lr=0.159872
INFO:root:[Epoch 1] training: err-top1=0.903373
INFO:root:[Epoch 1] speed: 2833 samples/sec	time cost: 463.735880
INFO:root:[Epoch 1] validation: err-top1=0.837392 err-top5=0.636400
INFO:root:Epoch[2] Batch [49]	Speed: 2742.677529 samples/sec	top1-err=0.833828	lr=0.163133
INFO:root:Epoch[2] Batch [99]	Speed: 2904.962221 samples/sec	top1-err=0.830723	lr=0.166331
INFO:root:Epoch[2] Batch [149]	Speed: 2780.131336 samples/sec	top1-err=0.828255	lr=0.169528
INFO:root:Epoch[2] Batch [199]	Speed: 2933.661997 samples/sec	top1-err=0.825918	lr=0.172726
INFO:root:Epoch[2] Batch [249]	Speed: 2779.801980 samples/sec	top1-err=0.823937	lr=0.175923
INFO:root:Epoch[2] Batch [299]	Speed: 2763.721063 samples/sec	top1-err=0.821855	lr=0.179121
INFO:root:Epoch[2] Batch [349]	Speed: 2754.956873 samples/sec	top1-err=0.819021	lr=0.182318
INFO:root:Epoch[2] Batch [399]	Speed: 2800.821177 samples/sec	top1-err=0.817131	lr=0.185516
INFO:root:Epoch[2] Batch [449]	Speed: 2870.823788 samples/sec	top1-err=0.814238	lr=0.188713
INFO:root:Epoch[2] Batch [499]	Speed: 2786.656156 samples/sec	top1-err=0.811717	lr=0.191910
INFO:root:Epoch[2] Batch [549]	Speed: 2804.139001 samples/sec	top1-err=0.809187	lr=0.195108
INFO:root:Epoch[2] Batch [599]	Speed: 2744.595761 samples/sec	top1-err=0.806649	lr=0.198305
INFO:root:Epoch[2] Batch [649]	Speed: 2842.502404 samples/sec	top1-err=0.804085	lr=0.201503
INFO:root:Epoch[2] Batch [699]	Speed: 2939.710330 samples/sec	top1-err=0.801694	lr=0.204700
INFO:root:Epoch[2] Batch [749]	Speed: 2759.787486 samples/sec	top1-err=0.799318	lr=0.207898
INFO:root:Epoch[2] Batch [799]	Speed: 2755.564194 samples/sec	top1-err=0.797034	lr=0.211095
INFO:root:Epoch[2] Batch [849]	Speed: 2835.656582 samples/sec	top1-err=0.794844	lr=0.214293
INFO:root:Epoch[2] Batch [899]	Speed: 2739.785105 samples/sec	top1-err=0.792360	lr=0.217490
INFO:root:Epoch[2] Batch [949]	Speed: 2776.075254 samples/sec	top1-err=0.790131	lr=0.220687
INFO:root:Epoch[2] Batch [999]	Speed: 2785.914264 samples/sec	top1-err=0.787914	lr=0.223885
INFO:root:Epoch[2] Batch [1049]	Speed: 2672.784277 samples/sec	top1-err=0.785717	lr=0.227082
INFO:root:Epoch[2] Batch [1099]	Speed: 2752.143783 samples/sec	top1-err=0.783566	lr=0.230280
INFO:root:Epoch[2] Batch [1149]	Speed: 2734.325417 samples/sec	top1-err=0.781164	lr=0.233477
INFO:root:Epoch[2] Batch [1199]	Speed: 2821.220797 samples/sec	top1-err=0.778946	lr=0.236675
INFO:root:Epoch[2] Batch [1249]	Speed: 2885.956205 samples/sec	top1-err=0.776581	lr=0.239872
INFO:root:[Epoch 2] training: err-top1=0.776545
INFO:root:[Epoch 2] speed: 2795 samples/sec	time cost: 469.377356
INFO:root:[Epoch 2] validation: err-top1=0.736049 err-top5=0.493762
INFO:root:Epoch[3] Batch [49]	Speed: 2849.592869 samples/sec	top1-err=0.709453	lr=0.243133
INFO:root:Epoch[3] Batch [99]	Speed: 2824.691668 samples/sec	top1-err=0.710459	lr=0.246331
INFO:root:Epoch[3] Batch [149]	Speed: 2689.688852 samples/sec	top1-err=0.709102	lr=0.249528
INFO:root:Epoch[3] Batch [199]	Speed: 2794.754489 samples/sec	top1-err=0.707505	lr=0.252726
INFO:root:Epoch[3] Batch [249]	Speed: 2735.650503 samples/sec	top1-err=0.706902	lr=0.255923
INFO:root:Epoch[3] Batch [299]	Speed: 2746.427179 samples/sec	top1-err=0.705374	lr=0.259121
INFO:root:Epoch[3] Batch [349]	Speed: 2634.112874 samples/sec	top1-err=0.703931	lr=0.262318
INFO:root:Epoch[3] Batch [399]	Speed: 2656.031766 samples/sec	top1-err=0.702185	lr=0.265516
INFO:root:Epoch[3] Batch [449]	Speed: 2723.770654 samples/sec	top1-err=0.701029	lr=0.268713
INFO:root:Epoch[3] Batch [499]	Speed: 2807.980316 samples/sec	top1-err=0.699740	lr=0.271910
INFO:root:Epoch[3] Batch [549]	Speed: 2722.687965 samples/sec	top1-err=0.698422	lr=0.275108
INFO:root:Epoch[3] Batch [599]	Speed: 2737.059689 samples/sec	top1-err=0.696961	lr=0.278305
INFO:root:Epoch[3] Batch [649]	Speed: 2772.947852 samples/sec	top1-err=0.695188	lr=0.281503
INFO:root:Epoch[3] Batch [699]	Speed: 2697.702488 samples/sec	top1-err=0.693562	lr=0.284700
INFO:root:Epoch[3] Batch [749]	Speed: 2690.032546 samples/sec	top1-err=0.692211	lr=0.287898
INFO:root:Epoch[3] Batch [799]	Speed: 2711.443473 samples/sec	top1-err=0.690978	lr=0.291095
INFO:root:Epoch[3] Batch [849]	Speed: 2660.918388 samples/sec	top1-err=0.689469	lr=0.294293
INFO:root:Epoch[3] Batch [899]	Speed: 2655.154072 samples/sec	top1-err=0.688201	lr=0.297490
INFO:root:Epoch[3] Batch [949]	Speed: 2707.756754 samples/sec	top1-err=0.686805	lr=0.300687
INFO:root:Epoch[3] Batch [999]	Speed: 2719.850513 samples/sec	top1-err=0.685473	lr=0.303885
INFO:root:Epoch[3] Batch [1049]	Speed: 2775.555892 samples/sec	top1-err=0.684076	lr=0.307082
INFO:root:Epoch[3] Batch [1099]	Speed: 2680.389259 samples/sec	top1-err=0.682887	lr=0.310280
INFO:root:Epoch[3] Batch [1149]	Speed: 2739.394299 samples/sec	top1-err=0.681633	lr=0.313477
INFO:root:Epoch[3] Batch [1199]	Speed: 2770.647770 samples/sec	top1-err=0.680419	lr=0.316675
INFO:root:Epoch[3] Batch [1249]	Speed: 2847.438692 samples/sec	top1-err=0.679133	lr=0.319872
INFO:root:[Epoch 3] training: err-top1=0.679113
INFO:root:[Epoch 3] speed: 2730 samples/sec	time cost: 480.113428
INFO:root:[Epoch 3] validation: err-top1=0.657944 err-top5=0.393415
INFO:root:Epoch[4] Batch [49]	Speed: 2888.466609 samples/sec	top1-err=0.642383	lr=0.323133
INFO:root:Epoch[4] Batch [99]	Speed: 2679.305175 samples/sec	top1-err=0.642529	lr=0.326331
INFO:root:Epoch[4] Batch [149]	Speed: 2784.850810 samples/sec	top1-err=0.640859	lr=0.329528
INFO:root:Epoch[4] Batch [199]	Speed: 2819.647670 samples/sec	top1-err=0.639863	lr=0.332726
INFO:root:Epoch[4] Batch [249]	Speed: 2771.633936 samples/sec	top1-err=0.639340	lr=0.335923
INFO:root:Epoch[4] Batch [299]	Speed: 2697.238154 samples/sec	top1-err=0.639121	lr=0.339121
INFO:root:Epoch[4] Batch [349]	Speed: 2776.542397 samples/sec	top1-err=0.637804	lr=0.342318
INFO:root:Epoch[4] Batch [399]	Speed: 2784.202500 samples/sec	top1-err=0.637463	lr=0.345516
INFO:root:Epoch[4] Batch [449]	Speed: 2785.786473 samples/sec	top1-err=0.636695	lr=0.348713
INFO:root:Epoch[4] Batch [499]	Speed: 2689.644789 samples/sec	top1-err=0.636098	lr=0.351910
INFO:root:Epoch[4] Batch [549]	Speed: 2694.839101 samples/sec	top1-err=0.634918	lr=0.355108
INFO:root:Epoch[4] Batch [599]	Speed: 2819.919586 samples/sec	top1-err=0.634312	lr=0.358305
INFO:root:Epoch[4] Batch [649]	Speed: 2767.705820 samples/sec	top1-err=0.633128	lr=0.361503
INFO:root:Epoch[4] Batch [699]	Speed: 2847.859652 samples/sec	top1-err=0.632546	lr=0.364700
INFO:root:Epoch[4] Batch [749]	Speed: 2764.581079 samples/sec	top1-err=0.631617	lr=0.367898
INFO:root:Epoch[4] Batch [799]	Speed: 2763.157995 samples/sec	top1-err=0.630951	lr=0.371095
INFO:root:Epoch[4] Batch [849]	Speed: 2768.570102 samples/sec	top1-err=0.630245	lr=0.374293
INFO:root:Epoch[4] Batch [899]	Speed: 2820.299222 samples/sec	top1-err=0.629429	lr=0.377490
INFO:root:Epoch[4] Batch [949]	Speed: 2746.382572 samples/sec	top1-err=0.628439	lr=0.380687
INFO:root:Epoch[4] Batch [999]	Speed: 2819.132233 samples/sec	top1-err=0.627893	lr=0.383885
INFO:root:Epoch[4] Batch [1049]	Speed: 2900.746790 samples/sec	top1-err=0.627285	lr=0.387082
INFO:root:Epoch[4] Batch [1099]	Speed: 2863.966501 samples/sec	top1-err=0.626402	lr=0.390280
INFO:root:Epoch[4] Batch [1149]	Speed: 2732.648764 samples/sec	top1-err=0.625851	lr=0.393477
INFO:root:Epoch[4] Batch [1199]	Speed: 2834.941552 samples/sec	top1-err=0.625273	lr=0.396675
INFO:root:Epoch[4] Batch [1249]	Speed: 2923.552022 samples/sec	top1-err=0.624749	lr=0.399872
INFO:root:[Epoch 4] training: err-top1=0.624735
INFO:root:[Epoch 4] speed: 2786 samples/sec	time cost: 471.018700
INFO:root:[Epoch 4] validation: err-top1=0.635822 err-top5=0.368184
INFO:root:Epoch[5] Batch [49]	Speed: 3034.020706 samples/sec	top1-err=0.600840	lr=0.400000
INFO:root:Epoch[5] Batch [99]	Speed: 2813.190970 samples/sec	top1-err=0.602793	lr=0.400000
INFO:root:Epoch[5] Batch [149]	Speed: 2691.528965 samples/sec	top1-err=0.601315	lr=0.399999
INFO:root:Epoch[5] Batch [199]	Speed: 2794.280144 samples/sec	top1-err=0.600234	lr=0.399998
INFO:root:Epoch[5] Batch [249]	Speed: 2773.822613 samples/sec	top1-err=0.599445	lr=0.399997
INFO:root:Epoch[5] Batch [299]	Speed: 2730.199281 samples/sec	top1-err=0.598512	lr=0.399996
INFO:root:Epoch[5] Batch [349]	Speed: 2783.835875 samples/sec	top1-err=0.598650	lr=0.399994
INFO:root:Epoch[5] Batch [399]	Speed: 2803.347699 samples/sec	top1-err=0.597947	lr=0.399992
INFO:root:Epoch[5] Batch [449]	Speed: 2719.060547 samples/sec	top1-err=0.597237	lr=0.399990
INFO:root:Epoch[5] Batch [499]	Speed: 2759.559915 samples/sec	top1-err=0.596750	lr=0.399988
INFO:root:Epoch[5] Batch [549]	Speed: 2774.764396 samples/sec	top1-err=0.596303	lr=0.399986
INFO:root:Epoch[5] Batch [599]	Speed: 2769.874790 samples/sec	top1-err=0.595817	lr=0.399983
INFO:root:Epoch[5] Batch [649]	Speed: 2850.688076 samples/sec	top1-err=0.595119	lr=0.399980
INFO:root:Epoch[5] Batch [699]	Speed: 2710.306114 samples/sec	top1-err=0.594302	lr=0.399977
INFO:root:Epoch[5] Batch [749]	Speed: 2819.902515 samples/sec	top1-err=0.593331	lr=0.399973
INFO:root:Epoch[5] Batch [799]	Speed: 2774.785585 samples/sec	top1-err=0.592828	lr=0.399970
INFO:root:Epoch[5] Batch [849]	Speed: 2729.777269 samples/sec	top1-err=0.592355	lr=0.399966
INFO:root:Epoch[5] Batch [899]	Speed: 2858.935301 samples/sec	top1-err=0.591857	lr=0.399961
INFO:root:Epoch[5] Batch [949]	Speed: 2758.685620 samples/sec	top1-err=0.591436	lr=0.399957
INFO:root:Epoch[5] Batch [999]	Speed: 2703.778130 samples/sec	top1-err=0.590698	lr=0.399952
INFO:root:Epoch[5] Batch [1049]	Speed: 2793.302506 samples/sec	top1-err=0.590073	lr=0.399948
INFO:root:Epoch[5] Batch [1099]	Speed: 2737.463019 samples/sec	top1-err=0.589556	lr=0.399942
INFO:root:Epoch[5] Batch [1149]	Speed: 2680.118465 samples/sec	top1-err=0.588947	lr=0.399937
INFO:root:Epoch[5] Batch [1199]	Speed: 2725.858827 samples/sec	top1-err=0.588371	lr=0.399931
INFO:root:Epoch[5] Batch [1249]	Speed: 2924.889144 samples/sec	top1-err=0.587791	lr=0.399926
INFO:root:[Epoch 5] training: err-top1=0.587763
INFO:root:[Epoch 5] speed: 2776 samples/sec	time cost: 472.512069
INFO:root:[Epoch 5] validation: err-top1=0.567810 err-top5=0.299357
INFO:root:Epoch[6] Batch [49]	Speed: 2940.656038 samples/sec	top1-err=0.566328	lr=0.399919
INFO:root:Epoch[6] Batch [99]	Speed: 2732.545180 samples/sec	top1-err=0.566445	lr=0.399913
INFO:root:Epoch[6] Batch [149]	Speed: 2803.178237 samples/sec	top1-err=0.565638	lr=0.399907
INFO:root:Epoch[6] Batch [199]	Speed: 2836.883989 samples/sec	top1-err=0.565562	lr=0.399900
INFO:root:Epoch[6] Batch [249]	Speed: 2737.464345 samples/sec	top1-err=0.565266	lr=0.399893
INFO:root:Epoch[6] Batch [299]	Speed: 2878.600623 samples/sec	top1-err=0.564798	lr=0.399885
INFO:root:Epoch[6] Batch [349]	Speed: 2725.272655 samples/sec	top1-err=0.564955	lr=0.399878
INFO:root:Epoch[6] Batch [399]	Speed: 2893.680398 samples/sec	top1-err=0.564512	lr=0.399870
INFO:root:Epoch[6] Batch [449]	Speed: 2733.762429 samples/sec	top1-err=0.564217	lr=0.399862
INFO:root:Epoch[6] Batch [499]	Speed: 2780.265843 samples/sec	top1-err=0.563943	lr=0.399854
INFO:root:Epoch[6] Batch [549]	Speed: 2728.113293 samples/sec	top1-err=0.563837	lr=0.399846
INFO:root:Epoch[6] Batch [599]	Speed: 2732.198741 samples/sec	top1-err=0.563963	lr=0.399837
INFO:root:Epoch[6] Batch [649]	Speed: 2769.808555 samples/sec	top1-err=0.563667	lr=0.399828
INFO:root:Epoch[6] Batch [699]	Speed: 2734.594844 samples/sec	top1-err=0.563620	lr=0.399819
INFO:root:Epoch[6] Batch [749]	Speed: 2806.304743 samples/sec	top1-err=0.562934	lr=0.399809
INFO:root:Epoch[6] Batch [799]	Speed: 2815.910964 samples/sec	top1-err=0.562828	lr=0.399800
INFO:root:Epoch[6] Batch [849]	Speed: 2821.238810 samples/sec	top1-err=0.562416	lr=0.399790
INFO:root:Epoch[6] Batch [899]	Speed: 2829.839957 samples/sec	top1-err=0.562059	lr=0.399780
INFO:root:Epoch[6] Batch [949]	Speed: 2756.862915 samples/sec	top1-err=0.561685	lr=0.399769
INFO:root:Epoch[6] Batch [999]	Speed: 2800.643473 samples/sec	top1-err=0.561289	lr=0.399759
INFO:root:Epoch[6] Batch [1049]	Speed: 2653.151345 samples/sec	top1-err=0.560948	lr=0.399748
INFO:root:Epoch[6] Batch [1099]	Speed: 2688.244854 samples/sec	top1-err=0.560541	lr=0.399737
INFO:root:Epoch[6] Batch [1149]	Speed: 2736.976456 samples/sec	top1-err=0.560202	lr=0.399725
INFO:root:Epoch[6] Batch [1199]	Speed: 2900.018456 samples/sec	top1-err=0.559815	lr=0.399714
INFO:root:Epoch[6] Batch [1249]	Speed: 2816.977657 samples/sec	top1-err=0.559473	lr=0.399702
INFO:root:[Epoch 6] training: err-top1=0.559463
INFO:root:[Epoch 6] speed: 2782 samples/sec	time cost: 471.778602
INFO:root:[Epoch 6] validation: err-top1=0.569874 err-top5=0.305604
INFO:root:Epoch[7] Batch [49]	Speed: 2660.513367 samples/sec	top1-err=0.540410	lr=0.399690
INFO:root:Epoch[7] Batch [99]	Speed: 2716.003298 samples/sec	top1-err=0.541914	lr=0.399677
INFO:root:Epoch[7] Batch [149]	Speed: 2715.606850 samples/sec	top1-err=0.542214	lr=0.399665
INFO:root:Epoch[7] Batch [199]	Speed: 2717.075347 samples/sec	top1-err=0.543281	lr=0.399652
INFO:root:Epoch[7] Batch [249]	Speed: 2793.028542 samples/sec	top1-err=0.543230	lr=0.399639
INFO:root:Epoch[7] Batch [299]	Speed: 2790.258435 samples/sec	top1-err=0.542611	lr=0.399626
INFO:root:Epoch[7] Batch [349]	Speed: 2845.476237 samples/sec	top1-err=0.543429	lr=0.399613
INFO:root:Epoch[7] Batch [399]	Speed: 2806.209691 samples/sec	top1-err=0.543271	lr=0.399599
INFO:root:Epoch[7] Batch [449]	Speed: 2740.081166 samples/sec	top1-err=0.543216	lr=0.399585
INFO:root:Epoch[7] Batch [499]	Speed: 2761.267385 samples/sec	top1-err=0.543266	lr=0.399571
INFO:root:Epoch[7] Batch [549]	Speed: 2798.167432 samples/sec	top1-err=0.543102	lr=0.399556
INFO:root:Epoch[7] Batch [599]	Speed: 2745.852351 samples/sec	top1-err=0.543494	lr=0.399542
INFO:root:Epoch[7] Batch [649]	Speed: 2823.266210 samples/sec	top1-err=0.543356	lr=0.399527
INFO:root:Epoch[7] Batch [699]	Speed: 2683.050899 samples/sec	top1-err=0.543090	lr=0.399512
INFO:root:Epoch[7] Batch [749]	Speed: 2770.598298 samples/sec	top1-err=0.543307	lr=0.399496
INFO:root:Epoch[7] Batch [799]	Speed: 2749.960963 samples/sec	top1-err=0.543092	lr=0.399481
INFO:root:Epoch[7] Batch [849]	Speed: 2844.940084 samples/sec	top1-err=0.542980	lr=0.399465
INFO:root:Epoch[7] Batch [899]	Speed: 2691.507713 samples/sec	top1-err=0.542829	lr=0.399449
INFO:root:Epoch[7] Batch [949]	Speed: 2689.373806 samples/sec	top1-err=0.542479	lr=0.399432
INFO:root:Epoch[7] Batch [999]	Speed: 2882.443345 samples/sec	top1-err=0.542398	lr=0.399416
INFO:root:Epoch[7] Batch [1049]	Speed: 2759.381026 samples/sec	top1-err=0.542091	lr=0.399399
INFO:root:Epoch[7] Batch [1099]	Speed: 2785.805554 samples/sec	top1-err=0.541990	lr=0.399382
INFO:root:Epoch[7] Batch [1149]	Speed: 2700.098395 samples/sec	top1-err=0.541858	lr=0.399365
INFO:root:Epoch[7] Batch [1199]	Speed: 2760.545938 samples/sec	top1-err=0.541641	lr=0.399347
INFO:root:Epoch[7] Batch [1249]	Speed: 2841.520366 samples/sec	top1-err=0.541253	lr=0.399329
INFO:root:[Epoch 7] training: err-top1=0.541248
INFO:root:[Epoch 7] speed: 2759 samples/sec	time cost: 475.841819
INFO:root:[Epoch 7] validation: err-top1=0.516522 err-top5=0.255899
INFO:root:Epoch[8] Batch [49]	Speed: 2915.048195 samples/sec	top1-err=0.523477	lr=0.399311
INFO:root:Epoch[8] Batch [99]	Speed: 2794.228442 samples/sec	top1-err=0.524395	lr=0.399293
INFO:root:Epoch[8] Batch [149]	Speed: 2701.814734 samples/sec	top1-err=0.526523	lr=0.399274
INFO:root:Epoch[8] Batch [199]	Speed: 2731.163945 samples/sec	top1-err=0.526108	lr=0.399256
INFO:root:Epoch[8] Batch [249]	Speed: 2799.787999 samples/sec	top1-err=0.525527	lr=0.399237
